"","trial","N.pop","skew","lb.tdist","ub.tdist","cover.tdist","width.tdist","lb.bca.exp","ub.bca.exp","cover.bca.exp","width.bca.exp","lb.bayes.sdprior","ub.bayes.sdprior","cover.bayes.sdprior","width.bayes.sdprior"
"122",22,7,-0.5,60.7007322761004,81.8513044835795,1,21.1505722074791,61.789917208654,81.9826169507516,1,20.1926997420976,64.8517581407801,79.3302978282379,1,14.4785396874578
"123",23,7,-0.5,66.462910342738,89.9981122463639,1,23.535201903626,64.4591965638626,87.2910669272187,1,22.8318703633562,71.2073423197181,88.5290667616079,1,17.3217244418898
"124",24,7,-0.5,57.7598917231281,87.2108810369138,1,29.4509893137857,59.0496058383577,88.0497365375873,1,29.0001306992296,64.7799031064947,85.4734587478481,1,20.6935556413534
"125",25,7,-0.5,61.0607452763401,91.2379450742932,1,30.1771997979531,60.1072040114053,89.6318282625755,1,29.5246242511701,68.2092238097412,90.1272270056539,1,21.9180031959126
"126",26,7,-0.5,64.3805461767679,89.9095447166078,1,25.5289985398399,63.3873307719057,89.3785579131582,1,25.9912271412526,69.3490863167488,87.9392065682144,1,18.5901202514656
"127",27,7,-0.5,60.5108347751455,85.7680135636316,1,25.2571787884861,60.046719377704,84.4805005453953,1,24.4337811676914,65.2474151982454,83.6000388917342,1,18.3526236934888
"128",28,7,-0.5,61.1463350935836,81.8021310576506,1,20.655795964067,60.2416805290318,80.2075735643781,1,19.9658930353463,65.2759312312908,79.5067788623448,1,14.230847631054
"129",29,7,-0.5,62.818872372958,92.7753186551261,1,29.9564462821681,58.8165056050881,88.6290398814382,1,29.8125342763501,70.39135520342,91.8936398977205,1,21.5022846943005
"130",30,7,-0.5,63.7954974805311,82.6247774743738,1,18.8292799938427,59.2016741076181,80.7322227089736,1,21.5305486013555,67.1134282793837,79.85756261637,1,12.7441343369863
"131",31,7,-0.5,58.690002553736,83.3384576590063,1,24.6484551052704,58.6721528925721,82.7320030740282,1,24.0598501814561,63.6900555124519,80.7238059040521,1,17.0337503916002
"132",32,7,-0.5,56.8934578584252,88.7161137144624,1,31.8226558560372,56.7205948371903,87.8777480324986,1,31.1571531953083,65.3683796634767,87.8660851504665,1,22.4977054869898
"133",33,7,-0.5,61.5333370147772,88.6640740102633,1,27.1307369954861,60.5935934895344,87.5267092721807,1,26.9331157826464,67.5319264848025,87.4931966143735,1,19.961270129571
"134",34,7,-0.5,69.8453056836852,95.3592457452967,1,25.5139400616115,65.4548856754352,91.0423745816411,1,25.5874889062059,75.8505443846199,94.8323303906382,1,18.9817860060183
"135",35,7,-0.5,60.9327412546478,86.2848164968565,1,25.3520752422087,56.3841591971337,83.9096629355213,1,27.5255037383876,66.6339826396503,84.4163194186214,1,17.7823367789711
"136",36,7,-0.5,56.3840441626041,80.2871427552114,1,23.9030985926073,56.3360451646151,79.8812653738102,1,23.5452202091951,60.9596137268193,78.2401982510589,1,17.2805845242396
"137",37,7,-0.5,59.2539127125406,87.8008554667792,1,28.5469427542386,58.7422053915313,87.6586559591272,1,28.9164505675959,65.9507937721219,86.2035886675722,1,20.2527948954502
"138",38,7,-0.5,59.5866531836509,87.9908715903737,1,28.4042184067228,60.7181214178551,87.6812135194413,1,26.9630921015862,65.8482221798783,86.6583494249229,1,20.8101272450446
"139",39,7,-0.5,56.7025064543484,87.1552466112052,1,30.4527401568568,56.672400808783,86.6262580242568,1,29.9538572154738,64.1958756145113,85.9434574913365,1,21.7475818768252
"140",40,7,-0.5,60.6666641934326,89.1775367611263,1,28.5108725676937,58.8923738985433,86.7533151690101,1,27.8609412704668,67.5358593998873,88.0763246340304,1,20.540465234143
"141",41,7,-0.5,60.2886507062789,93.9268309362849,1,33.638180230006,57.2684419300787,90.0387811222336,1,32.7703391921549,69.2802064565808,92.6921308067514,1,23.4119243501706
"142",42,7,-0.5,62.1408633038082,95.5663186323905,1,33.4254553285823,60.0794657721661,92.5783818169531,1,32.498916044787,70.5945997156146,93.7509271724921,1,23.1563274568775
"143",43,7,-0.5,62.4328086438251,87.5142881812569,1,25.0814795374318,59.51911272718,85.8612857924225,1,26.3421730652425,67.8951197958137,86.0769149347966,1,18.1817951389829
"144",44,7,-0.5,66.3580012530752,93.7742451875893,1,27.4162439345141,63.9959995477743,91.2943755469695,1,27.2983759991952,73.0960334708519,92.6771073219544,1,19.5810738511025
"145",45,7,-0.5,62.2141029755847,84.1187079682775,1,21.9046049926928,59.2050845868935,82.830379056157,1,23.6252944692635,66.3615188969275,81.9565341898913,1,15.5950152929638
"146",46,7,-0.5,61.450767156597,84.4835683892575,1,23.0328012326605,60.1864389613146,82.9130316103977,1,22.7265926490831,65.8501631158669,82.1589173802022,1,16.3087542643352
"147",47,7,-0.5,65.7985075491275,93.7127814802051,1,27.9142739310776,60.4237275656439,90.3202668721985,1,29.8965393065546,72.4392231620281,92.8174382376775,1,20.3782150756494
"148",48,7,-0.5,64.0738192190253,93.0791975503098,1,29.0053783312845,63.5428311877082,91.1807097301647,1,27.6378785424565,71.7698454202184,91.5373806706822,1,19.7675352504638
"149",49,7,-0.5,62.0435417886028,91.0636898513543,1,29.0201480627515,60.0000375997995,89.5543137357245,1,29.554276135925,69.1789332563414,90.2157074252961,1,21.0367741689547
"150",50,7,-0.5,66.5485059979951,92.3684761982882,1,25.8199702002931,62.0043939575068,89.30665253042,1,27.3022585729132,72.388778485317,91.0978526066494,1,18.7090741213323
